,id,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude_x,longitude_x,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,instant_bookable,calculated_host_listings_count,historic site,museum,metro,music venue,perfomring arts venue,college and university,food,nightlife spot,outdoors and recreation,government building,clothing store,popular,days_being_host,days_since_first_review,days_since_last_review,name_word_count,name_neutral_sentiment,name_negative_sentiment,name_positive_sentiment,name_compound_sentiment,description_word_count,description_neutral_sentiment,description_negative_sentiment,description_positive_sentiment,description_compound_sentiment,neighborhood_overview_word_count,neighborhood_overview_neutral_sentiment,neighborhood_overview_negative_sentiment,neighborhood_overview_positive_sentiment,neighborhood_overview_compound_sentiment,host_about_word_count,host_about_neutral_sentiment,host_about_negative_sentiment,host_about_positive_sentiment,host_about_compound_sentiment,wifi,smoke alarm,essentials,heating,air conditioning,hangers,iron,kitchen,long term stays allowed,hair dryer,carbon monoxide alarm,hot water,shampoo,dedicated workspace,dishes and silverware,microwave,washer,dryer,fire extinguisher,refrigerator,coffee maker,cooking basics,private entrance,bed linens,stove,oven,free street parking,dishwasher,first aid kit,extra pillows and blankets,tv,patio or balcony
2610,42825977,60831957,within an hour,1.0,0.96,0,1,0,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90565,-76.98649,Entire home/apt,4,1.0,1.0,1.0,"['Toaster', 'Keurig coffee machine', 'Keypad', 'Patio or balcony', 'Smoke alarm', 'Refrigerator', 'Security cameras on property', 'Private entrance', 'Heating', 'Freezer', 'Air conditioning', 'Hot water', 'Hangers', 'TV', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Dishes and silverware', 'Microwave', 'Wine glasses', 'Wifi', 'Iron', 'Free parking on premises']",93.0,2,13,2.0,13.0,0,0,0,0,1,1,1,2,0,3,16,48,50,49,44,14,19,0,1960,331,18,9,1.0,0.0,0.0,0.0,176,0.877,0.011,0.112,0.9524,54,0.768,0.0,0.232,0.9274,0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
2611,42829620,5487930,within an hour,0.96,0.89,0,1,1,"Dupont Circle, Connecticut Avenue/K Street",38.91522,-77.0399,Entire home/apt,6,1.0,2.0,2.0,"['Cooking basics', 'Dedicated workspace', 'Keypad', 'Long term stays allowed', 'Luggage dropoff allowed', 'Extra pillows and blankets', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Iron', 'Private entrance', 'Paid parking off premises', 'Shower gel', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'TV', 'Bed linens', 'Oven', 'Paid parking on premises', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Free street parking', 'Wifi', 'Washer', 'Dryer']",200.0,2,720,9.8,720.0,20,50,80,355,0,17,36,28,2,15,46,44,50,50,45,48,47,0,3039,281,281,6,1.0,0.0,0.0,0.0,18,0.773,0.0,0.227,0.6249,0,0.0,0.0,0.0,0.0,105,0.809,0.0,0.191,0.9623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2612,42834842,69229879,within an hour,1.0,0.88,1,1,1,"Union Station, Stanton Park, Kingman Park",38.89524,-76.97717,Entire home/apt,6,1.0,2.0,3.0,"['Cooking basics', 'First aid kit', 'Toaster', 'Single level home', 'Keurig coffee machine', 'Keypad', 'Long term stays allowed', 'Smoke alarm', 'Refrigerator', 'Bathtub', 'Security cameras on property', 'Iron', 'Private entrance', 'Heating', 'Freezer', 'Air conditioning', 'Paid street parking off premises', 'Hot water', 'Stove', 'Hangers', 'Baking sheet', 'TV', 'Bed linens', 'Oven', 'Free driveway parking on premises \\u2013 1 space', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Wine glasses', 'Wifi', 'Washer', 'Backyard', 'Dryer']",152.0,2,29,2.0,1125.0,14,42,72,252,0,6,4,5,3,4,20,47,50,48,46,50,34,0,1901,58,6,9,1.0,0.0,0.0,0.0,169,0.925,0.013,0.063,0.8176,53,0.962,0.0,0.038,0.2023,0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0
2613,42841971,341179397,within an hour,1.0,1.0,0,1,1,"Brookland, Brentwood, Langdon",38.92309,-76.99074,Entire home/apt,8,2.5,4.0,4.0,"['Cooking basics', 'First aid kit', 'Dedicated workspace', 'Patio or balcony', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Iron', 'Private entrance', 'Heating', 'Fire extinguisher', 'Indoor fireplace', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'TV', 'Oven', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Free street parking', 'Washer', 'Backyard', 'Free parking on premises', 'Dryer']",356.0,2,26,1.4,1125.0,30,36,36,36,1,1,0,0,0,2,6,6,44,22,29,10,8,0,488,371,17,3,1.0,0.0,0.0,0.0,115,0.921,0.0,0.079,0.8316,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
2614,42867623,124782850,within a few hours,1.0,0.88,1,1,1,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93355,-77.02544,Entire home/apt,4,1.0,1.0,3.0,"['Cooking basics', 'First aid kit', 'Dedicated workspace', 'Keypad', 'Long term stays allowed', 'Smoke alarm', 'Dining table', 'Shampoo', 'Security cameras on property', 'Iron', 'Private entrance', 'Heating', 'Fire extinguisher', 'Freezer', 'Indoor fireplace', 'Air conditioning', 'Breakfast', 'Hot water', 'Hangers', 'Baking sheet', 'TV', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Free street parking', 'Wifi', 'Washer', 'Backyard', 'Free parking on premises', 'Dryer']",99.0,5,1125,5.0,1125.0,0,0,0,0,1,11,7,2,3,22,23,50,50,50,46,39,29,0,1556,204,204,7,0.467,0.0,0.533,0.6908,174,0.707,0.049,0.244,0.9888,44,0.595,0.248,0.157,-0.3818,75,0.958,0.0,0.042,0.4588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0
2615,42877327,23193071,within an hour,1.0,0.74,0,1,1,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92647,-77.04261,Entire home/apt,1,1.0,1.0,1.0,"['Toaster', 'Dedicated workspace', 'Long term stays allowed', 'Extra pillows and blankets', 'Hot water kettle', 'Smoke alarm', 'Dining table', 'Refrigerator', 'Security cameras on property', 'Iron', 'Heating', 'Fire extinguisher', 'Freezer', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'TV', 'Bed linens', 'Oven', 'Kitchen', 'Essentials', 'Coffee maker', 'Hair dryer', 'Microwave', 'Wifi', 'Washer', 'Dryer']",60.0,60,1125,60.0,1125.0,5,35,65,340,0,18,27,16,2,16,22,47,50,50,47,50,45,0,2445,192,192,8,1.0,0.0,0.0,0.0,94,0.793,0.03,0.177,0.926,0,0.0,0.0,0.0,0.0,9,1.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0
2616,42879511,300968567,within an hour,1.0,0.99,0,1,0,"Union Station, Stanton Park, Kingman Park",38.89886,-76.98507,Entire home/apt,4,1.0,2.0,3.0,"['Cooking basics', 'First aid kit', 'Lockbox', 'Dedicated workspace', 'Long term stays allowed', 'Extra pillows and blankets', 'Smoke alarm', 'Cable TV', 'Shampoo', 'Refrigerator', 'Security cameras on property', 'Iron', 'Private entrance', 'Shower gel', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'Bed linens', 'Oven', 'TV with standard cable', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishes and silverware', 'Free street parking', 'Microwave', 'Wifi', 'Washer', 'Dryer']",135.0,2,365,2.0,365.0,0,28,58,147,0,1,4,5,3,4,20,47,50,48,46,50,34,0,642,232,117,7,1.0,0.0,0.0,0.0,170,0.841,0.0,0.159,0.9786,89,0.766,0.019,0.215,0.9607,32,0.724,0.102,0.175,0.3468,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
2617,42915638,92530595,within an hour,1.0,0.97,1,1,0,"Sheridan, Barry Farm, Buena Vista",38.85555,-76.97997,Entire home/apt,2,1.0,1.0,1.0,"['First aid kit', 'Dedicated workspace', 'Keypad', 'Long term stays allowed', 'Extra pillows and blankets', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Bathtub', 'Security cameras on property', 'Private entrance', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Hangers', 'TV', 'Bed linens', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Free street parking', 'Microwave', 'Wifi', 'Iron', 'Backyard', 'Free parking on premises']",64.0,3,1125,3.0,1125.0,17,47,65,65,0,1,0,2,1,0,3,10,28,5,23,23,5,0,1777,369,25,7,1.0,0.0,0.0,0.0,176,0.857,0.0,0.143,0.9732,21,0.648,0.0,0.352,0.8271,71,0.627,0.025,0.349,0.9834,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0
2618,42929391,39930655,within an hour,0.97,0.99,0,1,1,"Capitol Hill, Lincoln Park",38.88267,-77.00633,Entire home/apt,4,1.0,1.0,2.0,"['Cooking basics', 'First aid kit', 'Dedicated workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Extra pillows and blankets', 'Pack \\u2019n Play/travel crib', 'Smoke alarm', 'Cable TV', 'Shampoo', 'Refrigerator', 'Bathtub', 'Security cameras on property', 'Cleaning before checkout', 'Iron', 'Private entrance', 'Smart lock', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Crib', 'Stove', 'Hangers', 'Room-darkening shades', 'Bed linens', 'Oven', 'TV with standard cable', 'Kitchen', 'Carbon monoxide alarm', 'High chair', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Wifi', 'Washer', 'Dryer']",199.0,30,1125,4.0,1125.0,10,40,70,345,0,144,8,6,2,0,9,13,50,49,46,49,23,0,2174,476,43,8,1.0,0.0,0.0,0.0,168,0.849,0.0,0.151,0.9763,173,0.87,0.024,0.106,0.9231,113,0.813,0.019,0.169,0.9563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
2619,42941255,39930655,within an hour,0.97,0.99,0,1,1,"Howard University, Le Droit Park, Cardozo/Shaw",38.91508,-77.02846,Entire home/apt,4,1.0,2.0,2.0,"['Cooking basics', 'First aid kit', 'Dedicated workspace', 'Long term stays allowed', 'Patio or balcony', 'Luggage dropoff allowed', 'Extra pillows and blankets', 'Pack \\u2019n Play/travel crib', 'Cable TV', 'Shampoo', 'Refrigerator', 'Smart lock', 'Security cameras on property', 'Iron', 'Private entrance', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Crib', 'Stove', 'Hangers', 'Room-darkening shades', 'Bed linens', 'Oven', 'TV with standard cable', 'Kitchen', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Wifi', 'Washer', 'Backyard', 'Dryer']",199.0,3,1125,1.4,1125.0,0,0,0,144,0,144,18,10,2,23,37,49,50,50,46,36,46,0,2174,13,6,5,1.0,0.0,0.0,0.0,166,0.877,0.008,0.115,0.9517,176,0.889,0.0,0.111,0.9623,113,0.813,0.019,0.169,0.9563,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
2620,42964787,17285506,unknown,0.96,1.0,0,1,1,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90533,-77.02882,Private room,2,1.0,1.0,2.0,"['First aid kit', 'Dedicated workspace', 'Long term stays allowed', 'Smoke alarm', 'Shampoo', 'Security cameras on property', 'Iron', 'Private entrance', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Breakfast', 'Hangers', 'Lock on bedroom door', 'TV', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Hair dryer', 'Wifi', 'Washer', 'Free parking on premises', 'Dryer']",298.0,1,60,1.0,1125.0,30,60,90,365,1,2,42,48,8,16,37,42,50,50,48,50,49,0,2572,317,317,1,1.0,0.0,0.0,0.0,117,0.852,0.032,0.116,0.8948,37,0.943,0.0,0.057,0.2732,76,0.946,0.021,0.033,0.2263,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
2621,42974129,342139697,within an hour,1.0,0.71,0,1,1,"Takoma, Brightwood, Manor Park",38.965,-77.02431,Entire home/apt,5,1.5,3.0,3.0,"['Cooking basics', 'First aid kit', 'Dedicated workspace', 'Long term stays allowed', 'Patio or balcony', 'Luggage dropoff allowed', 'Extra pillows and blankets', 'Smoke alarm', 'Cable TV', 'Shampoo', 'Refrigerator', 'Private entrance', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'Bed linens', 'Oven', 'TV with standard cable', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Free street parking', 'Wifi', 'Iron']",131.0,1,29,2.7,1125.0,15,42,72,156,0,2,6,1,1,4,10,8,50,13,39,5,2,0,478,427,13,10,0.737,0.0,0.263,0.3612,168,0.734,0.013,0.253,0.9926,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
2622,42982334,342139697,within an hour,1.0,0.71,0,1,1,"Takoma, Brightwood, Manor Park",38.96309,-77.02481,Entire home/apt,2,1.0,1.0,1.0,"['First aid kit', 'Dedicated workspace', 'Long term stays allowed', 'Extra pillows and blankets', 'Smoke alarm', 'Cable TV', 'Shampoo', 'Refrigerator', 'Iron', 'Private entrance', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Hangers', 'Bed linens', 'TV with standard cable', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Free street parking', 'Microwave', 'Wifi', 'Washer', 'Dryer']",53.0,1,29,3.1,1125.0,0,16,46,130,1,2,6,1,1,4,10,8,50,13,39,5,2,0,478,459,40,8,0.296,0.0,0.704,0.8591,169,0.746,0.013,0.241,0.9915,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
2623,42986431,13165562,within an hour,1.0,1.0,1,1,1,"Cathedral Heights, McLean Gardens, Glover Park",38.92456,-77.07372,Entire home/apt,4,2.0,2.0,2.0,"['Cooking basics', 'First aid kit', 'Lockbox', 'Dedicated workspace', 'Keurig coffee machine', 'Long term stays allowed', 'Patio or balcony', 'Extra pillows and blankets', 'Pack \\u2019n Play/travel crib', 'Smoke alarm', 'Dining table', 'Cable TV', 'Clothing storage: closet', 'walk-in closet', 'and dresser', 'Shampoo', 'Outlet covers', 'Refrigerator', 'Iron', 'Private entrance', 'Shower gel', 'Heating', 'Fire extinguisher', 'Changing table', 'Freezer', 'Air conditioning', 'Cleaning products', 'Hot water', 'Crib', 'Stove', 'Hangers', 'Room-darkening shades', 'Baking sheet', 'Bed linens', 'Oven', 'TV with standard cable', 'Children\\u2019s dinnerware', 'Kitchen', 'Carbon monoxide alarm', 'High chair', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Free street parking', 'Wifi', 'Washer', 'Free parking on premises', 'Dryer']",262.0,4,150,4.0,1125.0,5,19,49,49,1,2,5,0,0,1,4,17,48,27,44,24,2,0,2675,350,9,8,0.769,0.0,0.231,0.2732,166,0.802,0.0,0.198,0.9862,31,0.912,0.088,0.0,-0.4404,71,0.691,0.0,0.309,0.9747,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
2624,43044028,24336073,within an hour,1.0,1.0,0,1,1,Historic Anacostia,38.86644,-76.98708,Entire home/apt,5,1.0,2.0,3.0,"['Cooking basics', 'First aid kit', 'Dedicated workspace', 'Keypad', 'Long term stays allowed', 'Patio or balcony', 'Pack \\u2019n Play/travel crib', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Security cameras on property', 'Private entrance', 'Heating', 'Fire extinguisher', 'Indoor fireplace', 'Air conditioning', 'Shared fenced garden or backyard', 'Hot water', 'Crib', 'Stove', 'Hangers', 'BBQ grill', 'TV', 'Oven', 'Kitchen', 'Carbon monoxide alarm', 'Fire pit', 'Outdoor furniture', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishes and silverware', 'Free street parking', 'Microwave', 'Wifi', 'Iron', 'Free parking on premises']",100.0,1,1125,1.0,1125.0,15,45,75,255,0,5,1,2,1,0,3,10,25,5,28,21,5,0,2415,59,8,8,0.667,0.0,0.333,0.4588,183,0.852,0.013,0.135,0.9714,51,0.85,0.061,0.089,0.1295,52,0.721,0.069,0.211,0.7553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1
2625,43044374,487806,within an hour,1.0,0.85,1,1,1,"Georgetown, Burleith/Hillandale",38.91109,-77.06437,Entire home/apt,6,1.5,2.0,3.0,"['Cooking basics', 'Babysitter recommendations', 'First aid kit', 'Dedicated workspace', 'Keypad', 'Long term stays allowed', 'Suave body soap', 'Patio or balcony', 'Extra pillows and blankets', 'Suave shampoo', 'Smoke alarm', 'Cable TV', 'Refrigerator', 'Bathtub', 'Security cameras on property', 'Cleaning before checkout', 'Iron', 'Private entrance', 'Paid parking off premises', 'Shower gel', 'Heating', 'Fire extinguisher', 'Freezer', 'Air conditioning', 'Hot water', 'Stove', 'Outdoor dining area', 'Hangers', 'Bed linens', 'Oven', 'TV with standard cable', 'Kitchen', 'Carbon monoxide alarm', 'Suave conditioner', 'Outdoor furniture', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Ethernet connection', 'Wifi', 'Free street parking', 'Washer', 'Backyard', 'Dryer']",470.0,1,1000,3.9,1125.0,3,33,63,151,0,33,9,6,0,5,11,50,50,50,48,48,50,0,3749,380,28,7,1.0,0.0,0.0,0.0,125,0.857,0.031,0.112,0.8588,29,0.87,0.0,0.13,0.6369,47,0.807,0.0,0.193,0.8689,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
2626,43059320,26156324,within an hour,1.0,0.96,0,1,1,"Capitol Hill, Lincoln Park",38.88742,-76.97804,Entire home/apt,2,1.0,1.0,1.0,"['Cooking basics', 'Amana stainless steel induction stove', 'Dedicated workspace', 'Frigidaire refrigerator', 'Clothing storage', 'Keurig coffee machine', 'Long term stays allowed', 'Patio or balcony', 'Luggage dropoff allowed', 'Extra pillows and blankets', 'Pack \\u2019n Play/travel crib', 'Smoke alarm', 'Dining table', 'Cable TV', 'Smart lock', 'Trash compactor', 'Iron', 'Children\\u2019s books and toys', 'Private entrance', 'Shower gel', 'Heating', 'Fire extinguisher', 'Freezer', 'Air conditioning', 'D\\u00e9licen body soap', 'Conditioner', 'Shared fenced garden or backyard', 'Breakfast', 'Cleaning products', 'Hot water', 'Sonos (WiFi) sound system', 'Outdoor dining area', 'Hangers', 'Gym', 'Free street parking', 'Baking sheet', 'Bed linens', 'Oven', 'D\\u00e9licen shampoo', 'TV with standard cable', 'Kitchen', 'Carbon monoxide alarm', 'High chair', 'Fire pit', 'Outdoor furniture', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Wine glasses', 'Wifi', 'Barbecue utensils', 'Washer', 'Free parking on premises', 'Dryer']",97.0,2,1125,2.0,1125.0,0,19,29,99,0,1,8,6,2,0,9,13,50,49,46,49,23,0,2369,186,6,8,1.0,0.0,0.0,0.0,168,0.862,0.011,0.127,0.9638,58,0.876,0.0,0.124,0.7351,30,0.787,0.0,0.213,0.8074,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1
2627,43078743,28968825,within an hour,1.0,1.0,0,1,1,"Union Station, Stanton Park, Kingman Park",38.89633,-76.99912,Entire home/apt,4,1.0,1.0,1.0,"['Cooking basics', 'First aid kit', 'Toaster', 'Lockbox', 'Keurig coffee machine', 'Free dryer \\u2013 In unit', 'Long term stays allowed', 'Luggage dropoff allowed', 'Wifi \\u2013 25 Mbps', 'Extra pillows and blankets', 'Smoke alarm', 'Dining table', 'Refrigerator', 'Bathtub', 'Central air conditioning', 'Private entrance', 'Shower gel', 'Fire extinguisher', 'Neutrogena Rainbath body soap', 'Cleaning products', 'Hot water', 'Board games', 'Dedicated workspace: table', 'Stove', 'Hangers', 'Baking sheet', 'TV', 'Bed linens', 'Oven', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Central heating', 'Ethernet connection', 'Portable fans', 'Wine glasses', 'Iron', 'Microwave', 'Free washer \\u2013 In unit', 'Paid parking garage off premises', 'Free street parking']",124.0,3,28,3.0,28.0,5,29,32,221,0,1,4,5,3,4,20,47,50,48,46,50,34,0,2317,316,9,6,1.0,0.0,0.0,0.0,157,0.776,0.012,0.211,0.9876,87,0.941,0.0,0.059,0.5994,40,0.841,0.0,0.159,0.7906,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2628,43080287,48005494,within an hour,1.0,0.98,0,1,1,"Capitol Hill, Lincoln Park",38.87888,-76.98436,Entire home/apt,2,1.0,1.0,1.0,"['Dedicated workspace', 'Long term stays allowed', 'Extra pillows and blankets', 'Smoke alarm', 'Cable TV', 'Shampoo', 'Refrigerator', 'Iron', 'Private entrance', 'Heating', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'Gym', 'Bed linens', 'Oven', 'TV with standard cable', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Ethernet connection', 'Wifi', 'Washer', 'Pool', 'Dryer']",109.0,30,1125,30.0,1125.0,11,41,71,346,1,170,8,6,2,0,9,13,50,49,46,49,23,0,2078,162,162,8,0.612,0.0,0.388,0.5859,164,0.899,0.0,0.101,0.9382,0,0.0,0.0,0.0,0.0,190,0.776,0.02,0.203,0.9892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0
2629,43080288,48005494,within an hour,1.0,0.98,0,1,1,"Capitol Hill, Lincoln Park",38.88037,-76.98641,Entire home/apt,2,1.0,1.0,2.0,"['Shampoo', 'Dedicated workspace', 'Kitchen', 'Carbon monoxide alarm', 'Private entrance', 'Long term stays allowed', 'Hangers', 'Essentials', 'Washer', 'Hair dryer', 'Heating', 'Ethernet connection', 'Wifi', 'Iron', 'TV', 'Smoke alarm', 'Dryer']",101.0,30,1125,30.0,1125.0,28,58,88,363,1,170,8,6,2,0,9,13,50,49,46,49,23,0,2078,133,50,8,1.0,0.0,0.0,0.0,164,0.899,0.0,0.101,0.9382,0,0.0,0.0,0.0,0.0,190,0.776,0.02,0.203,0.9892,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2630,43080289,48005494,within an hour,1.0,0.98,0,1,1,"Capitol Hill, Lincoln Park",38.87954,-76.98639,Entire home/apt,2,1.0,1.0,2.0,"['Shampoo', 'Dedicated workspace', 'Kitchen', 'Carbon monoxide alarm', 'Private entrance', 'Long term stays allowed', 'Hangers', 'Essentials', 'Washer', 'Hair dryer', 'Heating', 'Ethernet connection', 'Wifi', 'Iron', 'TV', 'Smoke alarm', 'Dryer']",99.0,30,1125,30.0,1125.0,9,39,69,344,1,170,8,6,2,0,9,13,50,49,46,49,23,0,2078,253,122,7,0.562,0.0,0.438,0.5994,164,0.899,0.0,0.101,0.9382,0,0.0,0.0,0.0,0.0,190,0.776,0.02,0.203,0.9892,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2631,43088434,48005494,within an hour,1.0,0.98,0,1,1,"Capitol Hill, Lincoln Park",38.87901,-76.98599,Entire home/apt,2,1.0,1.0,1.0,"['Dedicated workspace', 'Long term stays allowed', 'Extra pillows and blankets', 'Smoke alarm', 'Cable TV', 'Shampoo', 'Refrigerator', 'Iron', 'Private entrance', 'Heating', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'Gym', 'Bed linens', 'Oven', 'TV with standard cable', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Ethernet connection', 'Wifi', 'Washer', 'Pool', 'Dryer']",94.0,30,1125,30.0,1125.0,0,0,0,110,1,170,8,6,2,0,9,13,50,49,46,49,23,0,2078,264,21,8,1.0,0.0,0.0,0.0,164,0.899,0.0,0.101,0.9382,0,0.0,0.0,0.0,0.0,190,0.776,0.02,0.203,0.9892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0
2632,43088439,48005494,within an hour,1.0,0.98,0,1,1,"Capitol Hill, Lincoln Park",38.88077,-76.98589,Entire home/apt,2,1.0,1.0,1.0,"['Dedicated workspace', 'Long term stays allowed', 'Extra pillows and blankets', 'Smoke alarm', 'Cable TV', 'Shampoo', 'Refrigerator', 'Iron', 'Private entrance', 'Heating', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'Gym', 'Bed linens', 'Oven', 'TV with standard cable', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Ethernet connection', 'Wifi', 'Washer', 'Pool', 'Dryer']",104.0,30,1125,30.0,1125.0,0,0,9,284,1,170,8,6,2,0,9,13,50,49,46,49,23,0,2078,284,284,8,1.0,0.0,0.0,0.0,164,0.899,0.0,0.101,0.9382,0,0.0,0.0,0.0,0.0,190,0.776,0.02,0.203,0.9892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0
